model,Phase,VPRO,Inhibited,Neutral,Other,Strong,Sustained,Weak,pos_interaction,neg_interaction,Versatile,simulations_per_VPRO,Versatile_STR,MODEL,EXOENZYME,OVERFLOW,ROS,MIXOTROPH,MIN,% positive,Versatile_STR_
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_39_17_EXOENZYME-ROS-MIXOTROPH__89_EXOENZYME-ROS-MIXOTROPH,0,4,18.0,86.0,0.0,0,86,0,False,108.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.7962962962962963,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_39_17_EXOENZYME-ROS-MIXOTROPH__93_EXOENZYME-ROS-MIXOTROPH,0,2,17.0,80.0,2.0,0,82,0,False,101.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.8118811881188119,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_39_17_EXOENZYME-ROS-MIXOTROPH__98_EXOENZYME-ROS-MIXOTROPH,0,21,36.0,34.0,4.0,0,38,0,False,95.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.4,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_39_17_EXOENZYME-ROS-MIXOTROPH__9_EXOENZYME-ROS-MIXOTROPH,0,4,23.0,72.0,1.0,0,73,0,False,100.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.73,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__10_EXOENZYME-ROS-MIXOTROPH,0,14,0.0,0.0,0.0,18,0,18,False,32.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__12_EXOENZYME-ROS-MIXOTROPH,0,35,35.0,0.0,7.0,11,7,11,True,88.0,Versatile VPRO,ERM,True,False,True,True,False,0.07954545454545454,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__13_EXOENZYME-ROS-MIXOTROPH,0,19,40.0,0.0,6.0,17,6,17,True,82.0,Versatile VPRO,ERM,True,False,True,True,False,0.07317073170731707,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__15_EXOENZYME-ROS-MIXOTROPH,0,28,45.0,0.0,7.0,10,7,10,True,90.0,Versatile VPRO,ERM,True,False,True,True,False,0.07777777777777778,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__19_EXOENZYME-ROS-MIXOTROPH,0,24,34.0,0.0,6.0,8,6,8,True,72.0,Versatile VPRO,ERM,True,False,True,True,False,0.08333333333333333,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__1_EXOENZYME-ROS-MIXOTROPH,0,34,35.0,0.0,6.0,12,6,12,True,87.0,Versatile VPRO,ERM,True,False,True,True,False,0.06896551724137931,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__23_EXOENZYME-ROS-MIXOTROPH,0,28,44.0,0.0,5.0,8,5,8,True,85.0,Versatile VPRO,ERM,True,False,True,True,False,0.058823529411764705,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__24_EXOENZYME-ROS-MIXOTROPH,0,9,33.0,0.0,0.0,28,0,28,False,70.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__25_EXOENZYME-ROS-MIXOTROPH,0,33,36.0,0.0,6.0,14,6,14,True,89.0,Versatile VPRO,ERM,True,False,True,True,False,0.06741573033707865,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__27_EXOENZYME-ROS-MIXOTROPH,0,31,41.0,0.0,10.0,16,10,16,True,98.0,Versatile VPRO,ERM,True,False,True,True,False,0.10204081632653061,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__2_EXOENZYME-ROS-MIXOTROPH,0,34,29.0,0.0,6.0,12,6,12,True,81.0,Versatile VPRO,ERM,True,False,True,True,False,0.07407407407407407,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__30_EXOENZYME-ROS-MIXOTROPH,0,40,29.0,0.0,14.0,3,14,3,True,86.0,Versatile VPRO,ERM,True,False,True,True,False,0.16279069767441862,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__32_EXOENZYME-ROS-MIXOTROPH,0,24,39.0,0.0,11.0,15,11,15,True,89.0,Versatile VPRO,ERM,True,False,True,True,False,0.12359550561797752,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__36_EXOENZYME-ROS-MIXOTROPH,0,30,36.0,0.0,8.0,20,8,20,True,94.0,Versatile VPRO,ERM,True,False,True,True,False,0.0851063829787234,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__37_EXOENZYME-ROS-MIXOTROPH,0,34,43.0,0.0,9.0,15,9,15,True,101.0,Versatile VPRO,ERM,True,False,True,True,False,0.0891089108910891,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__38_EXOENZYME-ROS-MIXOTROPH,0,30,39.0,0.0,10.0,14,10,14,True,93.0,Versatile VPRO,ERM,True,False,True,True,False,0.10752688172043011,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__39_EXOENZYME-ROS-MIXOTROPH,0,31,42.0,0.0,8.0,13,8,13,True,94.0,Versatile VPRO,ERM,True,False,True,True,False,0.0851063829787234,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__43_EXOENZYME-ROS-MIXOTROPH,0,32,41.0,0.0,11.0,6,11,6,True,90.0,Versatile VPRO,ERM,True,False,True,True,False,0.12222222222222222,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__49_EXOENZYME-ROS-MIXOTROPH,0,29,44.0,0.0,10.0,5,10,5,True,88.0,Versatile VPRO,ERM,True,False,True,True,False,0.11363636363636363,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__54_EXOENZYME-ROS-MIXOTROPH,0,17,32.0,0.0,10.0,12,10,12,True,71.0,Versatile VPRO,ERM,True,False,True,True,False,0.14084507042253522,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__56_EXOENZYME-ROS-MIXOTROPH,0,58,0.0,0.0,0.0,16,0,16,False,74.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__58_EXOENZYME-ROS-MIXOTROPH,0,52,32.0,0.0,13.0,0,13,0,False,97.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.13402061855670103,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__59_EXOENZYME-ROS-MIXOTROPH,0,10,0.0,0.0,0.0,23,0,23,False,33.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__64_EXOENZYME-ROS-MIXOTROPH,0,37,20.0,0.0,32.0,0,32,0,False,89.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.3595505617977528,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__67_EXOENZYME-ROS-MIXOTROPH,0,26,39.0,0.0,11.0,11,11,11,True,87.0,Versatile VPRO,ERM,True,False,True,True,False,0.12643678160919541,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__73_EXOENZYME-ROS-MIXOTROPH,0,30,41.0,0.0,6.0,15,6,15,True,92.0,Versatile VPRO,ERM,True,False,True,True,False,0.06521739130434782,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__75_EXOENZYME-ROS-MIXOTROPH,0,2,0.0,0.0,0.0,32,0,32,False,34.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__76_EXOENZYME-ROS-MIXOTROPH,0,7,0.0,0.0,0.0,20,0,20,False,27.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__77_EXOENZYME-ROS-MIXOTROPH,0,26,36.0,0.0,9.0,19,9,19,True,90.0,Versatile VPRO,ERM,True,False,True,True,False,0.1,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__80_EXOENZYME-ROS-MIXOTROPH,0,3,0.0,0.0,0.0,30,0,30,False,33.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__81_EXOENZYME-ROS-MIXOTROPH,0,22,46.0,0.0,3.0,17,3,17,True,88.0,Versatile VPRO,ERM,True,False,True,True,False,0.03409090909090909,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__84_EXOENZYME-ROS-MIXOTROPH,0,28,40.0,0.0,5.0,10,5,10,True,83.0,Versatile VPRO,ERM,True,False,True,True,False,0.060240963855421686,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__86_EXOENZYME-ROS-MIXOTROPH,0,16,46.0,0.0,6.0,18,6,18,True,86.0,Versatile VPRO,ERM,True,False,True,True,False,0.06976744186046512,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__87_EXOENZYME-ROS-MIXOTROPH,0,57,0.0,0.0,0.0,10,0,10,False,67.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__88_EXOENZYME-ROS-MIXOTROPH,0,22,32.0,0.0,0.0,13,0,13,False,67.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__89_EXOENZYME-ROS-MIXOTROPH,0,24,29.0,0.0,0.0,14,0,14,False,67.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__93_EXOENZYME-ROS-MIXOTROPH,0,41,38.0,0.0,8.0,10,8,10,True,97.0,Versatile VPRO,ERM,True,False,True,True,False,0.08247422680412371,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__95_EXOENZYME-ROS-MIXOTROPH,0,29,42.0,0.0,13.0,10,13,10,True,94.0,Versatile VPRO,ERM,True,False,True,True,False,0.13829787234042554,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__96_EXOENZYME-ROS-MIXOTROPH,0,45,0.0,0.0,0.0,17,0,17,False,62.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__97_EXOENZYME-ROS-MIXOTROPH,0,44,9.0,0.0,48.0,0,48,0,False,101.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.4752475247524752,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__99_EXOENZYME-ROS-MIXOTROPH,0,26,51.0,0.0,4.0,10,4,10,True,91.0,Versatile VPRO,ERM,True,False,True,True,False,0.04395604395604396,Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_42_29_EXOENZYME-ROS-MIXOTROPH__9_EXOENZYME-ROS-MIXOTROPH,0,12,0.0,0.0,0.0,14,0,14,False,26.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__0_EXOENZYME-ROS-MIXOTROPH,0,24,0.0,0.0,0.0,0,0,0,False,24.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__11_EXOENZYME-ROS-MIXOTROPH,0,11,0.0,0.0,0.0,11,0,11,False,22.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__12_EXOENZYME-ROS-MIXOTROPH,0,13,0.0,0.0,0.0,0,0,0,False,13.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__13_EXOENZYME-ROS-MIXOTROPH,0,32,0.0,0.0,0.0,0,0,0,False,32.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__14_EXOENZYME-ROS-MIXOTROPH,0,48,9.0,0.0,28.0,0,28,0,False,85.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.32941176470588235,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__17_EXOENZYME-ROS-MIXOTROPH,0,34,0.0,0.0,0.0,0,0,0,False,34.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__1_EXOENZYME-ROS-MIXOTROPH,0,26,0.0,0.0,0.0,1,0,1,False,27.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__22_EXOENZYME-ROS-MIXOTROPH,0,24,0.0,0.0,0.0,0,0,0,False,24.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__23_EXOENZYME-ROS-MIXOTROPH,0,25,0.0,0.0,0.0,0,0,0,False,25.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__24_EXOENZYME-ROS-MIXOTROPH,0,23,0.0,0.0,0.0,0,0,0,False,23.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__25_EXOENZYME-ROS-MIXOTROPH,0,20,0.0,0.0,0.0,0,0,0,False,20.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__26_EXOENZYME-ROS-MIXOTROPH,0,18,0.0,0.0,0.0,0,0,0,False,18.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__27_EXOENZYME-ROS-MIXOTROPH,0,30,0.0,0.0,0.0,0,0,0,False,30.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__28_EXOENZYME-ROS-MIXOTROPH,0,26,0.0,0.0,0.0,0,0,0,False,26.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__2_EXOENZYME-ROS-MIXOTROPH,0,30,0.0,0.0,0.0,0,0,0,False,30.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__30_EXOENZYME-ROS-MIXOTROPH,0,34,0.0,0.0,0.0,0,0,0,False,34.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__38_EXOENZYME-ROS-MIXOTROPH,0,28,0.0,0.0,0.0,0,0,0,False,28.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__3_EXOENZYME-ROS-MIXOTROPH,0,34,0.0,0.0,0.0,0,0,0,False,34.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__40_EXOENZYME-ROS-MIXOTROPH,0,33,0.0,0.0,0.0,0,0,0,False,33.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__44_EXOENZYME-ROS-MIXOTROPH,0,31,0.0,0.0,0.0,0,0,0,False,31.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__45_EXOENZYME-ROS-MIXOTROPH,0,11,0.0,0.0,0.0,11,0,11,False,22.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__46_EXOENZYME-ROS-MIXOTROPH,0,24,0.0,0.0,0.0,0,0,0,False,24.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__49_EXOENZYME-ROS-MIXOTROPH,0,32,0.0,0.0,0.0,0,0,0,False,32.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__51_EXOENZYME-ROS-MIXOTROPH,0,19,0.0,0.0,0.0,0,0,0,False,19.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__53_EXOENZYME-ROS-MIXOTROPH,0,34,0.0,0.0,0.0,0,0,0,False,34.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__56_EXOENZYME-ROS-MIXOTROPH,0,21,0.0,0.0,0.0,0,0,0,False,21.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__57_EXOENZYME-ROS-MIXOTROPH,0,25,0.0,0.0,0.0,0,0,0,False,25.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__58_EXOENZYME-ROS-MIXOTROPH,0,26,0.0,0.0,0.0,0,0,0,False,26.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__60_EXOENZYME-ROS-MIXOTROPH,0,21,0.0,0.0,0.0,0,0,0,False,21.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__61_EXOENZYME-ROS-MIXOTROPH,0,27,0.0,0.0,0.0,0,0,0,False,27.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__63_EXOENZYME-ROS-MIXOTROPH,0,11,0.0,0.0,0.0,12,0,12,False,23.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__64_EXOENZYME-ROS-MIXOTROPH,0,29,0.0,0.0,0.0,0,0,0,False,29.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__65_EXOENZYME-ROS-MIXOTROPH,0,27,0.0,0.0,0.0,0,0,0,False,27.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__66_EXOENZYME-ROS-MIXOTROPH,0,29,0.0,0.0,0.0,0,0,0,False,29.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__68_EXOENZYME-ROS-MIXOTROPH,0,30,0.0,0.0,0.0,0,0,0,False,30.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__69_EXOENZYME-ROS-MIXOTROPH,0,25,0.0,0.0,0.0,0,0,0,False,25.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__6_EXOENZYME-ROS-MIXOTROPH,0,31,0.0,0.0,0.0,0,0,0,False,31.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__75_EXOENZYME-ROS-MIXOTROPH,0,22,0.0,0.0,0.0,1,0,1,False,23.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__76_EXOENZYME-ROS-MIXOTROPH,0,16,0.0,0.0,0.0,0,0,0,False,16.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__7_EXOENZYME-ROS-MIXOTROPH,0,24,0.0,0.0,0.0,0,0,0,False,24.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__82_EXOENZYME-ROS-MIXOTROPH,0,28,0.0,0.0,0.0,0,0,0,False,28.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__92_EXOENZYME-ROS-MIXOTROPH,0,26,0.0,0.0,0.0,0,0,0,False,26.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__95_EXOENZYME-ROS-MIXOTROPH,0,26,0.0,0.0,0.0,0,0,0,False,26.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_50_20_EXOENZYME-ROS-MIXOTROPH__99_EXOENZYME-ROS-MIXOTROPH,0,31,0.0,0.0,0.0,0,0,0,False,31.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_52_21_EXOENZYME-ROS-MIXOTROPH__10_EXOENZYME-ROS-MIXOTROPH,0,0,0.0,0.0,0.0,22,0,22,False,22.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_52_21_EXOENZYME-ROS-MIXOTROPH__13_EXOENZYME-ROS-MIXOTROPH,0,0,0.0,0.0,0.0,27,0,27,False,27.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
EXOENZYME-ROS-MIXOTROPH,extend,vpro_3_52_21_EXOENZYME-ROS-MIXOTROPH__14_EXOENZYME-ROS-MIXOTROPH,0,40,0.0,0.0,0.0,18,0,18,False,58.0,Non-Versatile VPRO,ERM,True,False,True,True,False,0.0,Non-Versatile VPRO
